year,category,full_name,show,won
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,,WILL & GRACE,TRUE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,DEBRA MESSING,WILL & GRACE,TRUE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC McCORMACK,WILL & GRACE,TRUE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,MEGAN MULLALLY,WILL & GRACE,TRUE
2001 - 7th Annual,ENSEMBLE IN A COMEDY SERIES,SEAN HAYES,WILL & GRACE,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ALEX KINGSTON,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY EDWARDS,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ERIK PALLADINO,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ERIQ La SALLE,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,GORAN VISNJIC,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,KELLIE MARTIN,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA INNES,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MAURA TIERNEY,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL MICHELE,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MING-NA WEN,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,NOAH WYLE,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL McCRANE,ER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ANGIE HARMON,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,DIANNE WIEST,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE L. MARTIN,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN HILL,LAW & ORDER,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,CAMRYN MANHEIM,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,DYLAN MCDERMOTT,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JASON KRAVITS,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,KELLI WILLIAMS,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,LARA FLYNN BOYLE,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,LISA GAY HAMILTON,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MARLA SOKOLOFF,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL BADALUCCO,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE HARRIS,THE PRACTICE,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,AIDA TURTURRO,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC CHIANESE,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,DREA DE MATTEO,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,EDIE FALCO,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JAMIE-LYNN SIGLER,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,LORRAINE BRACCO,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL IMPERIOLI,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,NANCY MARCHAND,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT ILER,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN VAN ZANDT,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,TONY SIRICO,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT PASTORE,THE SOPRANOS,FALSE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ALLISON JANNEY,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,BRADLEY WHITFORD,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,DULE HILL,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JANEL MOLONEY,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SPENCER,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MARTIN SHEEN,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,MOIRA KELLY,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD SCHIFF,THE WEST WING,TRUE
2001 - 7th Annual,ENSEMBLE IN A DRAMA SERIES,ROB LOWE,THE WEST WING,TRUE
2001 - 7th Annual,FEMALE COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,FALSE
2001 - 7th Annual,FEMALE COMEDY SERIES,JANE KACZMARECK,MALCOLM IN THE MIDDLE,FALSE
2001 - 7th Annual,FEMALE COMEDY SERIES,SARAH JESSICA PARKER,SEX AND THE CITY,TRUE
2001 - 7th Annual,FEMALE COMEDY SERIES,DEBRA MESSING,WILL & GRACE,FALSE
2001 - 7th Annual,FEMALE COMEDY SERIES,MEGAN MULLALLY,WILL & GRACE,FALSE
2001 - 7th Annual,FEMALE DRAMA SERIES,SALLY FIELD,ER,FALSE
2001 - 7th Annual,FEMALE DRAMA SERIES,LAUREN GRAHAM,GILMORE GIRLS,FALSE
2001 - 7th Annual,FEMALE DRAMA SERIES,SELA WARD,ONCE AND AGAIN,FALSE
2001 - 7th Annual,FEMALE DRAMA SERIES,EDIE FALCO,THE SOPRANOS,FALSE
2001 - 7th Annual,FEMALE DRAMA SERIES,ALLISON JANNEY,THE WEST WING,TRUE
2001 - 7th Annual,FEMALE DRAMA SERIES,GILLIAN ANDERSON,THE X-FILES,FALSE
2001 - 7th Annual,FEMALE LEAD ROLE,JULIETTE BINOCHE,CHOCOLAT,FALSE
2001 - 7th Annual,FEMALE LEAD ROLE,JULIA ROBERTS,ERIN BROCKOVICH,TRUE
2001 - 7th Annual,FEMALE LEAD ROLE,ELLEN BURSTYN,REQUIEM FOR A DREAM,FALSE
2001 - 7th Annual,FEMALE LEAD ROLE,JOAN ALLEN,THE CONTENDER,FALSE
2001 - 7th Annual,FEMALE LEAD ROLE,LAURA LINNEY,YOU CAN COUNT ON ME,FALSE
2001 - 7th Annual,FEMALE SUPPORTING ROLE,FRANCES McDORMAND,ALMOST FAMOUS,FALSE
2001 - 7th Annual,FEMALE SUPPORTING ROLE,KATE HUDSON,ALMOST FAMOUS,FALSE
2001 - 7th Annual,FEMALE SUPPORTING ROLE,JULIE WALTERS,BILLY ELLIOT,FALSE
2001 - 7th Annual,FEMALE SUPPORTING ROLE,JUDI DENCH,CHOCOLAT,TRUE
2001 - 7th Annual,FEMALE SUPPORTING ROLE,KATE WINSLET,QUILLS,FALSE
2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,ELIZABETH FRANZ,ARTHUR MILLER'S DEATH OF A SALESMAN,FALSE
2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,SALLY FIELD,DAVID COPPERFIELD,FALSE
2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,VANESSA REDGRAVE,IF THESE WALLS COULD TALK 2,TRUE
2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,JUDI DENCH,THE LAST OF THE BLONDE BOMBSHELLS,FALSE
2001 - 7th Annual,FEMALE TV MOVIE OR MINISERIES,STOCKARD CHANNING,THE TRUTH ABOUT JANE,FALSE
2001 - 7th Annual,LIFE ACHIEVEMENT,RUBY DEE,N/A,TRUE
2001 - 7th Annual,MALE COMEDY SERIES,PETER MACNICOL,ALLY MCBEAL,FALSE
2001 - 7th Annual,MALE COMEDY SERIES,"ROBERT DOWNEY, JR.",ALLY MCBEAL,TRUE
2001 - 7th Annual,MALE COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,FALSE
2001 - 7th Annual,MALE COMEDY SERIES,KELSEY GRAMMER,FRASIER,FALSE
2001 - 7th Annual,MALE COMEDY SERIES,SEAN HAYES,WILL & GRACE,FALSE
2001 - 7th Annual,MALE DRAMA SERIES,ANTHONY EDWARDS,ER,FALSE
2001 - 7th Annual,MALE DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,FALSE
2001 - 7th Annual,MALE DRAMA SERIES,TIM DALY,THE FUGITIVE,FALSE
2001 - 7th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,FALSE
2001 - 7th Annual,MALE DRAMA SERIES,MARTIN SHEEN,THE WEST WING,TRUE
2001 - 7th Annual,MALE LEAD ROLE,JAMIE BELL,BILLY ELLIOT,FALSE
2001 - 7th Annual,MALE LEAD ROLE,TOM HANKS,CAST AWAY,FALSE
2001 - 7th Annual,MALE LEAD ROLE,RUSSELL CROWE,GLADIATOR,FALSE
2001 - 7th Annual,MALE LEAD ROLE,GEOFFREY RUSH,QUILLS,FALSE
2001 - 7th Annual,MALE LEAD ROLE,BENICIO DEL TORO,TRAFFIC,TRUE
2001 - 7th Annual,MALE SUPPORTING ROLE,ALBERT FINNEY,ERIN BROCKOVICH,TRUE
2001 - 7th Annual,MALE SUPPORTING ROLE,JOAQUIN PHOENIX,GLADIATOR,FALSE
2001 - 7th Annual,MALE SUPPORTING ROLE,WILLEM DAFOE,SHADOW OF THE VAMPIRE,FALSE
2001 - 7th Annual,MALE SUPPORTING ROLE,GARY OLDMAN,THE CONTENDER,FALSE
2001 - 7th Annual,MALE SUPPORTING ROLE,JEFF BRIDGES,THE CONTENDER,FALSE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,BRIAN DENNEHY,ARTHUR MILLER'S DEATH OF A SALESMAN,TRUE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,JAMES WOODS,DIRTY PICTURES,FALSE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,JOHN LITHGOW,DON QUIXOTE,FALSE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,DANNY GLOVER,FREEDOM SONG,FALSE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,ALEC BALDWIN,NUREMBERG,FALSE
2001 - 7th Annual,MALE TV MOVIE OR MINISERIES,BRIAN COX,NUREMBERG,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,ALLISON JANNEY,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,ANNETTE BENING,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,CHRIS COOPER,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,KEVIN SPACEY,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MENA SUVARI,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,PETER GALLAGHER,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,THORA BIRCH,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,WES BENTLEY,AMERICAN BEAUTY,TRUE
2000 - 6th Annual,CAST IN A MOTION PICTURE,CAMERON DIAZ,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,CATHERINE KEENER,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,CHARLIE SHEEN,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JOHN CUSACK,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JOHN MALKOVICH,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MARY KAY PLACE,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,ORSON BEAN,BEING JOHN MALKOVICH,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,ALFRED MOLINA,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,APRIL GRACE,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JASON ROBARDS,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JEREMY BLACKMAN,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JOHN C. REILLY,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JULIANNE MOORE,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,LUIS GUZMÁN,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MELINDA DILLON,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MELORA WALTERS,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MICHAEL MURPHY,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,PHILIP BAKER HALL,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,PHILIP SEYMOUR HOFFMAN,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,RICKY JAY,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,TOM CRUISE,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,WILLIAM H. MACY,MAGNOLIA,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,CHARLIZE THERON,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,DELROY LINDO,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,ERYKAH BADU,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JANE ALEXANDER,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,KATE NELLIGAN,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,KATHY BAKER,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,KIERAN CULKIN,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MICHAEL CAINE,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,PAUL RUDD,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,TOBEY MAGUIRE,THE CIDER HOUSE RULES,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,PATRICIA CLARKSON,THE GREEN  MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,BARRY PEPPER,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,BONNIE HUNT,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,DAVID MORSE,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,DOUG HUTCHISON,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,GRAHAM GREENE,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,HARRY DEAN STANTON,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JAMES CROMWELL,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,JEFFREY DeMUNN,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MICHAEL CLARKE DUNCAN,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,MICHAEL JETER,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,SAM ROCKWELL,THE GREEN MILE,FALSE
2000 - 6th Annual,CAST IN A MOTION PICTURE,TOM HANKS,THE GREEN MILE,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,CALISTA FLOCKHART,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,COURTNEY THORNE-SMITH,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,GIL BELLOWS,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,GREG GERMANN,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,LISA NICOLE CARSON,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,LUCY LIU,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PETER MACNICOL,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PORTIA DE ROSSI,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,VONDA SHEPARD,ALLY MCBEAL,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD GARRETT,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,DORIS ROBERTS,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,MADYLIN SWEETEN,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PATRICIA HEATON,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PETER BOYLE,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,RAY ROMANO,EVERYBODY LOVES RAYMOND,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID HYDE PIERCE,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LEEVES,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN MAHONEY,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,KELSEY GRAMMER,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PERI GILPIN,FRASIER,TRUE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,COURTENEY COX,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,DAVID SCHWIMMER,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JENNIFER ANISTON,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,LISA KUDROW,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,MATT Le BLANC,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW PERRY,FRIENDS,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JOSH CHARLES,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,JOSHUA MALINA,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,PETER KRAUSE,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,ROBERT GUILLAUME,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A COMEDY SERIES,SABRINA LLOYD,SPORTS NIGHT,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ALEX KINGSTON,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY EDWARDS,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ERIK PALLADINO,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ERIQ La SALLE,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,GLORIA REUBEN,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,GORAN VISNJIC,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,KELLIE MARTIN,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,LAURA INNES,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL MICHELE,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,NOAH WYLE,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL McCRANE,ER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ANGIE HARMON,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,BENJAMIN BRATT,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JERRY ORBACH,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE L. MARTIN,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,S. EPATHA MERKERSON,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,SAM WATERSTON,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN HILL,LAW & ORDER,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ANDREA THOMPSON,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,BILL BROCHTRUP,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,DENNIS FRANZ,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,GORDON CLAPP,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES McDANIEL,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,KIM DELANEY,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,NICHOLAS TURTURRO,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,RICK SCHRODER,NYPD BLUE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,CAMRYN MANHEIM,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,DYLAN MCDERMOTT,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,KELLI WILLIAMS,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,LARA FLYNN BOYLE,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,LISA GAY HAMILTON,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,MARLA SOKOLOFF,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL BADALUCCO,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE HARRIS,THE PRACTICE,FALSE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC CHIANESE,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,EDIE FALCO,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,JAMIE-LYNN SIGLER,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,LORRAINE BRACCO,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL IMPERIOLI,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,NANCY MARCHAND,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT ILER,THE SOPRANOS,TRUE
2000 - 6th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN VAN ZANDT,THE SOPRANOS,TRUE
